chi_square1;degrees_of_freedom1;chi_square_ndof1;chi_square2;degrees_of_freedom2;chi_square_ndof2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
400.1958229990138;242.0;1.6537017479298093;220.5792979933596;61.0;3.616054065464912;gamma1_gamma3_1;6.5;250.5;244;7.5;70.5;63;200;2.057+/-0.007;200
256.5482364281746;241.0;1.064515503851347;348.09968193711194;191.0;1.8225114237545128;gamma1_gamma3_2;7.5;250.5;243;7.5;200.5;193;200;1.9312+/-0.0014;200
