chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
116.42232302420042;11.0;8.430991592873724;1.0;gamma1_gamma3_1;5.0;60.0;13;5.0;20.0;3;200;2.484+/-0.030;200
30.89193505775426;21.0;36.83603680734875;9.0;gamma1_gamma3_2;5.0;100.0;23;5.0;50.0;11;200;2.3881+/-0.0026;200
