chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
49.01241716316137;14.0;0.1219624701528729;1.0;gamma1_gamma3_1;5.0;70.0;16;5.0;20.0;3;200;3.09+/-0.06;200
18.086898313908282;21.0;30.940851176158002;9.0;gamma1_gamma3_2;5.0;100.0;23;5.0;50.0;11;200;2.6182+/-0.0030;200
