number;lifetime;total dissipation;spatial linear size
6165;119;1313.0;37.21558813185679
6166;68;651.0;21.633307652783937
6167;12;44.0;8.06225774829855
6168;11;27.0;7.280109889280518
6169;217;3977.0;78.29431652425353
6170;2;3.0;1.0
6171;158;1425.0;49.64876634922564
6172;4;6.0;2.23606797749979
6173;5;6.0;3.1622776601683795
6174;1;1.0;0.0
6175;450;20188.0;89.89438247187641
6176;22;79.0;11.045361017187261
6177;3;3.0;2.0
6178;4;5.0;2.0
6179;6;11.0;3.1622776601683795
6180;13;23.0;6.324555320336759
6181;48;222.0;20.615528128088304
6182;13;42.0;7.211102550927978
6183;2;2.0;1.0
6184;31;119.0;15.297058540778355
6185;60;369.0;19.1049731745428
6186;217;2372.0;65.39113089708727
6187;9;12.0;2.8284271247461903
6188;6;8.0;3.0
6189;2;2.0;1.0
6190;2;2.0;1.0
6191;1;1.0;0.0
6192;93;727.0;28.160255680657446
6193;8;29.0;5.0
6194;2;4.0;1.0
6195;1;1.0;0.0
6196;30;179.0;16.76305461424021
6197;21;54.0;5.656854249492381
6198;56;274.0;24.698178070456937
6199;60;304.0;23.53720459187964
6200;4;9.0;3.0
6201;6;7.0;3.1622776601683795
6202;4;6.0;2.23606797749979
6203;5;8.0;2.8284271247461903
6204;2;2.0;1.0
6205;11;24.0;5.656854249492381
6206;97;944.0;29.966648127543394
6207;3;5.0;1.4142135623730951
6208;174;3674.0;67.4166151627327
6209;2;3.0;1.0
6210;25;60.0;13.341664064126334
6211;22;98.0;12.041594578792296
6212;2;2.0;1.0
6213;52;300.0;14.035668847618199
6214;4;4.0;1.4142135623730951
6215;1;1.0;0.0
6216;3;3.0;1.4142135623730951
6217;60;381.0;24.166091947189145
6218;40;256.0;17.204650534085253
6219;36;121.0;17.72004514666935
6220;2;2.0;1.0
6221;9;10.0;4.0
6222;44;133.0;18.439088914585774
6223;699;27034.0;74.51845409024533
6224;23;61.0;10.816653826391969
6225;1;1.0;0.0
6226;3;3.0;2.0
6227;2;2.0;1.0
6228;10;25.0;5.385164807134504
6229;101;565.0;28.160255680657446
6230;4;5.0;2.23606797749979
6231;41;264.0;19.72308292331602
6232;23;81.0;11.661903789690601
6233;6;8.0;3.605551275463989
6234;171;1637.0;46.09772228646444
6235;1;1.0;0.0
6236;262;3167.0;78.56844150166147
6237;125;578.0;49.24428900898052
6238;4;7.0;2.23606797749979
6239;150;1062.0;35.11409973215888
6240;1;1.0;0.0
6241;1;1.0;0.0
6242;6;14.0;4.123105625617661
6243;5;6.0;2.23606797749979
6244;46;250.0;22.360679774997898
6245;245;3519.0;44.91102314577124
6246;1;1.0;0.0
6247;44;103.0;8.246211251235321
6248;1;1.0;0.0
6249;120;1213.0;43.93176527297759
6250;11;42.0;5.0990195135927845
6251;166;2136.0;44.10215414239989
6252;103;1186.0;32.89376840679705
6253;4;6.0;2.23606797749979
6254;8;8.0;2.8284271247461903
6255;1;1.0;0.0
6256;12;20.0;6.082762530298219
6257;101;1464.0;31.78049716414141
6258;1;1.0;0.0
6259;60;522.0;18.35755975068582
6260;45;245.0;16.15549442140351
6261;452;7625.0;97.67292357659824
6262;1;1.0;0.0
6263;105;411.0;16.278820596099706
6264;2;2.0;1.0
6265;114;865.0;42.80186911806539
6266;1;1.0;0.0
6267;19;38.0;7.280109889280518
6268;7;11.0;3.1622776601683795
6269;4;4.0;1.4142135623730951
6270;12;18.0;5.385164807134504
6271;7;21.0;4.0
6272;59;348.0;21.37755832643195
6273;48;270.0;21.840329667841555
6274;4;5.0;2.23606797749979
6275;53;443.0;25.317977802344327
6276;10;28.0;5.0990195135927845
6277;37;99.0;8.602325267042627
6278;32;141.0;10.04987562112089
6279;1;1.0;0.0
6280;1;1.0;0.0
6281;28;79.0;6.4031242374328485
6282;10;12.0;5.656854249492381
6283;41;272.0;17.4928556845359
6284;8;16.0;3.605551275463989
6285;1;1.0;0.0
6286;82;294.0;23.769728648009426
6287;50;337.0;20.591260281974
6288;468;15997.0;95.26804291051643
6289;78;486.0;34.66987164671943
6290;27;77.0;11.661903789690601
6291;2;2.0;1.0
6292;109;655.0;22.47220505424423
6293;17;66.0;8.06225774829855
6294;42;245.0;15.297058540778355
6295;445;4021.0;91.58602513484249
6296;3;3.0;1.4142135623730951
6297;1;1.0;0.0
6298;5;15.0;3.1622776601683795
6299;3;4.0;1.4142135623730951
6300;2;2.0;1.0
6301;6;13.0;3.605551275463989
6302;112;1137.0;38.8329756778952
6303;5;9.0;3.1622776601683795
6304;16;52.0;8.246211251235321
6305;1;1.0;0.0
6306;22;117.0;11.180339887498949
6307;294;2266.0;25.709920264364882
6308;21;76.0;9.219544457292887
6309;10;35.0;8.06225774829855
6310;4;6.0;2.23606797749979
6311;125;1030.0;36.61966684720111
6312;2;3.0;1.0
6313;24;116.0;10.770329614269007
6314;1;1.0;0.0
6315;11;14.0;3.605551275463989
6316;63;636.0;26.248809496813376
6317;113;793.0;54.147945482723536
6318;22;54.0;10.44030650891055
6319;127;1199.0;43.266615305567875
6320;21;50.0;10.04987562112089
6321;5;5.0;2.23606797749979
6322;6;8.0;2.23606797749979
6323;118;806.0;38.41874542459709
6324;9;22.0;5.656854249492381
6325;4;11.0;2.23606797749979
6326;14;26.0;5.0
6327;30;124.0;11.661903789690601
6328;3;7.0;2.0
6329;11;26.0;4.47213595499958
6330;5;6.0;2.23606797749979
6331;1;1.0;0.0
6332;5;6.0;3.1622776601683795
6333;352;3172.0;80.4114419718985
6334;5;6.0;1.4142135623730951
6335;6;8.0;3.605551275463989
6336;2;2.0;1.0
6337;97;573.0;18.24828759089466
6338;1;1.0;0.0
6339;23;128.0;12.083045973594572
6340;1;1.0;0.0
6341;12;25.0;6.708203932499369
6342;173;1336.0;42.20189569201838
6343;7;8.0;4.123105625617661
6344;53;300.0;16.401219466856727
6345;22;70.0;5.830951894845301
6346;2;2.0;1.0
6347;568;17591.0;79.81227975693966
6348;135;1511.0;49.36598018878993
6349;35;251.0;15.297058540778355
6350;1;1.0;0.0
6351;110;961.0;32.2490309931942
6352;4;5.0;1.4142135623730951
6353;6;13.0;4.123105625617661
6354;7;8.0;2.23606797749979
6355;136;1483.0;37.33630940518894
6356;111;606.0;39.293765408777
6357;3;3.0;1.4142135623730951
6358;51;228.0;24.73863375370596
6359;6;12.0;3.605551275463989
6360;47;188.0;13.0
6361;4;5.0;2.23606797749979
6362;14;40.0;8.06225774829855
6363;3;3.0;1.4142135623730951
6364;29;135.0;15.297058540778355
6365;11;23.0;7.280109889280518
6366;46;280.0;16.0312195418814
6367;697;15258.0;70.32780389006896
6368;1;1.0;0.0
6369;16;52.0;6.708203932499369
6370;159;969.0;45.60701700396552
6371;3;3.0;1.4142135623730951
6372;128;1446.0;43.86342439892262
6373;1;1.0;0.0
6374;1;1.0;0.0
6375;298;10383.0;68.00735254367721
6376;17;76.0;6.708203932499369
6377;2;3.0;1.0
6378;8;11.0;4.47213595499958
6379;13;27.0;5.830951894845301
6380;25;54.0;10.770329614269007
6381;18;81.0;11.180339887498949
6382;22;59.0;7.615773105863909
6383;5;10.0;2.8284271247461903
6384;2;2.0;1.0
6385;5;10.0;3.1622776601683795
6386;34;169.0;19.235384061671343
6387;217;1642.0;65.11528238439882
6388;11;21.0;6.324555320336759
6389;156;1907.0;61.0
6390;3;4.0;1.4142135623730951
6391;12;22.0;5.385164807134504
6392;38;94.0;13.601470508735444
6393;111;819.0;18.384776310850235
6394;7;20.0;4.47213595499958
6395;58;269.0;22.47220505424423
6396;3;4.0;2.0
6397;4;6.0;1.4142135623730951
6398;56;215.0;17.46424919657298
6399;5;11.0;3.1622776601683795
6400;2;4.0;1.0
6401;13;31.0;6.4031242374328485
6402;14;24.0;3.1622776601683795
6403;160;1086.0;45.0
6404;2;2.0;1.0
6405;5;9.0;2.8284271247461903
6406;1;1.0;0.0
6407;1;1.0;0.0
6408;6;17.0;2.23606797749979
6409;1;1.0;0.0
6410;4;6.0;2.23606797749979
6411;98;609.0;31.016124838541646
6412;4;6.0;2.0
6413;20;41.0;10.0
6414;109;780.0;22.135943621178654
6415;17;40.0;8.06225774829855
6416;326;10489.0;67.89698078707183
6417;4;5.0;2.23606797749979
6418;53;284.0;16.76305461424021
6419;271;11607.0;81.60882305241266
6420;12;18.0;5.0
6421;124;794.0;46.2709412050371
6422;5;9.0;2.0
6423;359;8441.0;84.52810183601665
6424;15;42.0;5.0
6425;2;2.0;1.0
6426;26;98.0;11.045361017187261
6427;164;1152.0;60.63827174318213
6428;4;8.0;2.23606797749979
6429;13;22.0;5.0
6430;18;54.0;8.94427190999916
6431;244;5489.0;79.05694150420949
6432;69;329.0;21.2602916254693
6433;6;10.0;3.605551275463989
6434;8;9.0;5.0
6435;21;87.0;12.0
6436;8;14.0;4.123105625617661
6437;4;6.0;2.23606797749979
6438;27;42.0;9.219544457292887
6439;108;781.0;42.44997055358225
6440;155;1213.0;55.569775957799216
6441;3;4.0;2.0
6442;6;6.0;3.605551275463989
6443;19;75.0;7.810249675906654
6444;15;53.0;7.211102550927978
6445;178;1735.0;56.43580423808985
6446;29;154.0;15.524174696260024
6447;15;51.0;9.433981132056603
6448;4;8.0;2.23606797749979
6449;304;5448.0;89.37561188601732
6450;314;4529.0;81.02468759581859
6451;3;5.0;1.4142135623730951
6452;1;1.0;0.0
6453;34;114.0;14.142135623730951
6454;102;540.0;31.38470965295043
6455;30;76.0;12.041594578792296
6456;421;10037.0;84.52810183601665
6457;2;2.0;1.0
6458;1;1.0;0.0
6459;11;23.0;7.280109889280518
6460;198;2658.0;34.438350715445125
6461;15;51.0;7.211102550927978
6462;2;2.0;1.0
6463;58;400.0;27.65863337187866
6464;3;4.0;1.4142135623730951
6465;2;2.0;1.0
6466;102;446.0;19.1049731745428
6467;1;1.0;0.0
6468;13;39.0;5.830951894845301
6469;5;9.0;2.8284271247461903
6470;10;15.0;4.47213595499958
6471;1;1.0;0.0
6472;16;35.0;5.830951894845301
6473;1;1.0;0.0
6474;306;4117.0;95.67131231461184
6475;7;21.0;4.242640687119285
6476;2;3.0;1.0
6477;69;360.0;19.72308292331602
6478;6;8.0;2.23606797749979
6479;36;186.0;20.248456731316587
6480;41;322.0;17.0
6481;217;2616.0;44.77722635447622
6482;21;55.0;6.0
6483;39;142.0;18.681541692269406
6484;76;173.0;15.652475842498529
6485;118;1336.0;54.78138369920935
6486;6;8.0;2.8284271247461903
6487;2;2.0;1.0
6488;1;1.0;0.0
6489;1;1.0;0.0
6490;9;20.0;3.605551275463989
6491;1;1.0;0.0
6492;2;3.0;1.0
6493;5;5.0;1.4142135623730951
6494;13;23.0;5.0990195135927845
6495;326;5697.0;98.59513172565875
6496;26;93.0;10.44030650891055
6497;78;678.0;31.827660925679098
6498;2;2.0;1.0
6499;95;351.0;24.839484696748443
6500;5;7.0;2.23606797749979
6501;212;4866.0;67.11929677819934
6502;1;1.0;0.0
6503;1;1.0;0.0
6504;4;7.0;3.0
6505;3;7.0;1.4142135623730951
6506;39;175.0;16.64331697709324
6507;58;156.0;20.615528128088304
6508;98;960.0;30.805843601498726
6509;1;1.0;0.0
6510;1;1.0;0.0
6511;311;3896.0;71.84010022264724
6512;1;1.0;0.0
6513;37;105.0;13.341664064126334
6514;100;675.0;21.213203435596427
6515;191;2386.0;42.5440947723653
6516;3;3.0;2.0
6517;54;236.0;22.847319317591726
6518;185;1939.0;58.52349955359813
6519;4;4.0;2.23606797749979
6520;3;3.0;1.4142135623730951
6521;2;2.0;1.0
6522;1;1.0;0.0
6523;98;971.0;26.92582403567252
6524;11;30.0;4.123105625617661
6525;169;1642.0;52.20153254455275
6526;17;32.0;8.48528137423857
6527;10;31.0;6.324555320336759
6528;26;98.0;14.317821063276353
6529;2;3.0;1.0
6530;22;60.0;11.40175425099138
6531;3;3.0;1.4142135623730951
6532;6;14.0;4.123105625617661
6533;93;500.0;26.0
6534;61;408.0;25.019992006393608
6535;8;12.0;3.1622776601683795
6536;10;21.0;5.0
6537;88;402.0;34.23448553724738
6538;333;6588.0;98.29038610159185
6539;7;16.0;3.1622776601683795
6540;204;3825.0;89.82204629154248
6541;1;1.0;0.0
6542;1;1.0;0.0
6543;32;96.0;16.15549442140351
6544;39;328.0;15.652475842498529
6545;36;105.0;19.4164878389476
6546;39;205.0;14.866068747318506
6547;123;1419.0;41.617304093369626
6548;138;1946.0;38.28837943815329
6549;1;1.0;0.0
6550;6;10.0;2.23606797749979
6551;261;3034.0;83.00602387778854
6552;357;7269.0;63.150613615387776
6553;4;11.0;2.23606797749979
6554;84;1407.0;27.892651361962706
6555;47;269.0;17.029386365926403
6556;32;168.0;12.36931687685298
6557;84;1183.0;21.840329667841555
6558;26;65.0;10.63014581273465
6559;7;8.0;3.1622776601683795
6560;13;46.0;5.385164807134504
6561;15;46.0;5.830951894845301
6562;1;1.0;0.0
6563;319;7591.0;77.20103626247513
6564;198;1817.0;51.264022471905186
6565;13;36.0;4.47213595499958
6566;1;1.0;0.0
6567;14;33.0;8.54400374531753
6568;18;70.0;6.708203932499369
6569;205;1849.0;41.677331968349414
6570;18;80.0;8.06225774829855
6571;2;2.0;1.0
6572;261;4657.0;83.72574275573791
6573;81;542.0;25.079872407968907
6574;1;1.0;0.0
6575;226;3058.0;66.85057965343307
6576;69;447.0;21.2602916254693
6577;20;80.0;9.219544457292887
6578;1;1.0;0.0
6579;660;12296.0;50.15974481593781
6580;1;1.0;0.0
6581;4;4.0;2.23606797749979
6582;105;657.0;35.35533905932738
6583;36;201.0;13.601470508735444
6584;2;2.0;1.0
6585;42;261.0;15.652475842498529
6586;8;15.0;4.242640687119285
6587;4;8.0;2.23606797749979
6588;56;294.0;26.30589287593181
6589;14;35.0;5.656854249492381
6590;13;36.0;5.656854249492381
6591;4;4.0;2.23606797749979
6592;1;1.0;0.0
6593;9;18.0;5.0990195135927845
6594;14;27.0;7.810249675906654
6595;46;191.0;18.027756377319946
6596;41;278.0;16.76305461424021
6597;19;55.0;9.486832980505138
6598;1;1.0;0.0
6599;41;203.0;20.248456731316587
6600;7;19.0;4.47213595499958
6601;30;144.0;14.560219778561036
6602;10;41.0;6.4031242374328485
6603;669;23283.0;104.06248123122954
6604;49;179.0;10.44030650891055
6605;1;1.0;0.0
6606;27;100.0;16.55294535724685
6607;56;369.0;19.4164878389476
6608;32;169.0;15.0
6609;37;200.0;14.035668847618199
6610;13;39.0;7.280109889280518
6611;3;4.0;1.4142135623730951
6612;1;1.0;0.0
6613;121;865.0;22.02271554554524
6614;8;20.0;3.1622776601683795
6615;3;3.0;2.0
6616;13;35.0;6.4031242374328485
6617;248;5239.0;81.39410298049853
6618;11;18.0;5.385164807134504
6619;1;1.0;0.0
6620;2;2.0;1.0
6621;1;1.0;0.0
6622;10;14.0;3.605551275463989
6623;12;23.0;6.4031242374328485
6624;3;5.0;2.0
6625;4;8.0;2.23606797749979
6626;4;4.0;1.4142135623730951
6627;11;47.0;7.0710678118654755
6628;17;41.0;7.0710678118654755
6629;16;46.0;7.211102550927978
6630;240;2295.0;73.17103251970687
6631;27;121.0;13.45362404707371
6632;96;558.0;40.024992192379
6633;4;4.0;2.23606797749979
6634;81;337.0;29.068883707497267
6635;162;3328.0;50.08991914547278
6636;1;1.0;0.0
6637;80;592.0;35.12833614050059
6638;359;5501.0;67.95586803212802
6639;1;1.0;0.0
6640;6;14.0;2.23606797749979
6641;1;1.0;0.0
6642;2;2.0;1.0
6643;3;3.0;1.4142135623730951
6644;293;3451.0;70.76722405181653
6645;12;30.0;4.242640687119285
6646;13;21.0;6.324555320336759
6647;220;2540.0;67.23094525588644
6648;25;52.0;6.4031242374328485
6649;7;8.0;2.8284271247461903
6650;61;233.0;28.861739379323623
6651;140;929.0;30.675723300355934
6652;60;181.0;17.88854381999832
6653;4;5.0;2.23606797749979
6654;18;58.0;5.385164807134504
6655;4;4.0;2.23606797749979
6656;12;38.0;8.06225774829855
6657;3;5.0;2.0
6658;3;3.0;1.4142135623730951
6659;3;7.0;2.0
6660;3;4.0;1.4142135623730951
6661;20;32.0;8.54400374531753
6662;25;100.0;14.212670403551895
6663;6;6.0;3.1622776601683795
6664;15;54.0;8.54400374531753
6665;54;315.0;13.038404810405298
6666;5;11.0;2.8284271247461903
6667;157;2972.0;45.0111097397076
6668;407;7698.0;79.90619500389191
6669;6;12.0;2.8284271247461903
6670;96;638.0;37.16180835212409
6671;5;11.0;2.23606797749979
6672;5;9.0;2.8284271247461903
6673;143;1737.0;39.293765408777
6674;81;392.0;32.7566787083184
6675;3;3.0;1.4142135623730951
6676;1;1.0;0.0
6677;16;41.0;7.810249675906654
6678;1;1.0;0.0
6679;204;2504.0;68.59300255857006
6680;1;1.0;0.0
6681;10;23.0;5.656854249492381
6682;1;1.0;0.0
6683;3;3.0;1.4142135623730951
6684;80;779.0;24.186773244895647
6685;26;72.0;11.661903789690601
6686;328;3965.0;65.0
6687;342;8011.0;58.240879114244144
6688;15;33.0;4.47213595499958
6689;2;2.0;1.0
6690;116;516.0;33.12099032335839
6691;4;4.0;3.0
6692;10;22.0;5.385164807134504
6693;394;12434.0;51.97114584074513
6694;10;23.0;5.0
6695;1;1.0;0.0
6696;2;2.0;1.0
6697;4;4.0;1.4142135623730951
6698;1;1.0;0.0
6699;18;72.0;11.661903789690601
6700;1;1.0;0.0
6701;58;518.0;22.0
6702;10;24.0;7.0710678118654755
6703;20;45.0;9.433981132056603
6704;111;1175.0;27.459060435491963
6705;28;83.0;13.45362404707371
6706;22;81.0;10.198039027185569
6707;122;2477.0;32.449961479175904
6708;211;1793.0;60.876925020897694
6709;8;16.0;4.123105625617661
6710;29;65.0;10.816653826391969
6711;1;1.0;0.0
6712;123;860.0;25.495097567963924
6713;45;140.0;13.45362404707371
6714;5;7.0;2.0
6715;51;417.0;29.546573405388315
6716;97;756.0;30.364452901377952
6717;7;14.0;4.47213595499958
6718;15;41.0;8.06225774829855
6719;60;283.0;23.53720459187964
6720;29;83.0;10.816653826391969
6721;165;1665.0;50.15974481593781
6722;79;478.0;18.35755975068582
6723;8;22.0;5.385164807134504
6724;133;1000.0;59.941638282582836
6725;419;8057.0;77.3692445355388
6726;1;1.0;0.0
6727;12;32.0;5.385164807134504
6728;9;18.0;5.385164807134504
6729;3;4.0;1.4142135623730951
6730;315;5587.0;81.8413098624405
6731;3;3.0;2.0
6732;10;19.0;4.123105625617661
6733;59;320.0;18.027756377319946
6734;119;1249.0;37.21558813185679
6735;301;4404.0;79.1580697086532
6736;10;23.0;5.385164807134504
6737;84;606.0;26.40075756488817
6738;182;1200.0;36.124783736376884
6739;3;5.0;2.0
6740;1;1.0;0.0
6741;1;1.0;0.0
6742;46;199.0;14.866068747318506
6743;210;1938.0;51.97114584074513
6744;8;14.0;3.605551275463989
6745;173;2407.0;73.60027173862879
6746;45;187.0;24.351591323771842
6747;7;14.0;5.0
6748;24;79.0;5.830951894845301
6749;14;35.0;7.280109889280518
6750;156;832.0;52.839379254491625
6751;22;128.0;7.615773105863909
6752;15;32.0;5.656854249492381
6753;19;43.0;5.830951894845301
6754;8;20.0;3.1622776601683795
6755;178;2051.0;49.57822102496216
6756;24;120.0;10.295630140987
6757;1;1.0;0.0
6758;221;4021.0;41.182520563948
6759;26;76.0;13.601470508735444
6760;1;1.0;0.0
6761;124;1789.0;34.20526275297414
6762;91;884.0;21.587033144922902
6763;8;12.0;4.123105625617661
6764;6;8.0;3.1622776601683795
6765;10;31.0;5.385164807134504
6766;33;177.0;20.396078054371138
6767;451;7582.0;70.9365914038728
6768;2;2.0;1.0
6769;5;6.0;3.1622776601683795
6770;203;2091.0;38.41874542459709
6771;3;3.0;2.0
6772;89;887.0;19.4164878389476
6773;2;2.0;1.0
6774;135;1668.0;36.6742416417845
6775;154;905.0;38.3275357934736
6776;11;28.0;7.0710678118654755
6777;60;351.0;15.0
6778;106;554.0;33.83784863137726
6779;180;4107.0;54.08326913195984
6780;91;522.0;24.186773244895647
6781;2;2.0;1.0
6782;15;59.0;9.848857801796104
6783;59;430.0;15.620499351813308
6784;22;54.0;9.848857801796104
6785;5;8.0;2.8284271247461903
6786;291;4712.0;58.412327466040935
6787;4;4.0;1.4142135623730951
6788;8;12.0;3.605551275463989
6789;2;3.0;1.0
6790;17;42.0;9.219544457292887
6791;1;1.0;0.0
6792;26;56.0;8.06225774829855
6793;30;173.0;17.4928556845359
6794;2;3.0;1.0
6795;6;9.0;3.605551275463989
6796;9;22.0;6.082762530298219
6797;1;1.0;0.0
6798;10;17.0;2.8284271247461903
6799;2;2.0;1.0
6800;1;1.0;0.0
6801;2;2.0;1.0
6802;2;2.0;1.0
6803;36;268.0;19.4164878389476
6804;521;6451.0;75.43208866258443
6805;14;30.0;8.06225774829855
6806;9;17.0;5.0990195135927845
6807;127;1730.0;49.33558553417604
6808;127;1819.0;43.41658669218482
6809;9;21.0;4.0
6810;23;61.0;13.0
6811;4;5.0;2.23606797749979
6812;22;68.0;13.0
6813;14;36.0;9.055385138137417
6814;104;911.0;36.069377593742864
6815;7;12.0;3.605551275463989
6816;3;3.0;1.4142135623730951
6817;3;6.0;1.4142135623730951
6818;1;1.0;0.0
6819;3;4.0;1.4142135623730951
6820;54;237.0;20.396078054371138
6821;10;35.0;4.47213595499958
6822;178;2155.0;77.33692520394123
6823;2;2.0;1.0
6824;46;183.0;15.231546211727817
6825;48;194.0;12.165525060596439
6826;51;158.0;23.08679276123039
6827;3;4.0;1.4142135623730951
6828;1;1.0;0.0
6829;36;207.0;19.235384061671343
6830;9;14.0;3.1622776601683795
6831;6;10.0;2.23606797749979
6832;8;19.0;5.0990195135927845
6833;10;15.0;3.605551275463989
6834;2;2.0;1.0
6835;1;1.0;0.0
6836;32;217.0;8.94427190999916
6837;118;1801.0;37.33630940518894
6838;98;1926.0;32.202484376209235
6839;10;13.0;6.708203932499369
6840;206;4702.0;61.465437442517235
6841;235;4009.0;72.44998274671983
6842;6;6.0;2.23606797749979
6843;12;21.0;5.385164807134504
6844;205;3060.0;53.41348144429457
6845;4;4.0;1.4142135623730951
6846;7;7.0;4.242640687119285
6847;1;1.0;0.0
6848;7;12.0;4.47213595499958
6849;4;7.0;2.23606797749979
6850;1;1.0;0.0
6851;504;21550.0;89.96110270555825
6852;4;6.0;2.23606797749979
6853;2;2.0;1.0
6854;6;13.0;2.8284271247461903
6855;2;3.0;1.0
6856;97;444.0;18.973665961010276
6857;537;11081.0;68.9492567037528
6858;10;26.0;5.0
6859;127;1733.0;45.17742799230607
6860;2;2.0;1.0
6861;19;31.0;4.242640687119285
6862;4;5.0;2.0
6863;20;47.0;11.045361017187261
6864;12;25.0;3.605551275463989
6865;1;1.0;0.0
6866;15;50.0;8.602325267042627
6867;2;2.0;1.0
6868;15;34.0;7.0710678118654755
6869;373;6745.0;87.0976463516667
6870;65;185.0;12.36931687685298
6871;2;3.0;1.0
6872;2;2.0;1.0
6873;5;11.0;3.1622776601683795
6874;25;57.0;15.033296378372908
6875;327;6200.0;66.37017402418047
6876;3;6.0;1.4142135623730951
6877;17;66.0;7.0710678118654755
6878;18;107.0;11.180339887498949
6879;1;1.0;0.0
6880;1;1.0;0.0
6881;6;6.0;3.605551275463989
6882;4;4.0;2.23606797749979
6883;137;1023.0;55.71355310873648
6884;272;1453.0;39.395431207184416
6885;236;2054.0;51.62363799656123
6886;1;1.0;0.0
6887;460;14870.0;74.65252842335616
6888;1;1.0;0.0
6889;365;7562.0;73.87827826905551
6890;112;995.0;45.044422518220834
6891;5;8.0;3.1622776601683795
6892;142;2379.0;47.885279575251516
6893;133;1163.0;37.21558813185679
6894;1;1.0;0.0
6895;6;14.0;4.123105625617661
6896;5;7.0;4.0
6897;93;817.0;22.47220505424423
6898;178;1160.0;65.43699259593154
6899;39;138.0;18.973665961010276
6900;253;9458.0;85.70297544426332
6901;6;9.0;2.23606797749979
6902;116;747.0;24.698178070456937
6903;121;789.0;33.24154027718932
6904;3;6.0;2.0
6905;2;2.0;1.0
6906;198;4325.0;58.077534382926416
6907;28;124.0;14.142135623730951
6908;1;1.0;0.0
6909;2;2.0;1.0
6910;81;649.0;23.259406699226016
6911;3;3.0;1.4142135623730951
6912;26;56.0;11.045361017187261
6913;131;1391.0;51.35172830587107
6914;55;185.0;14.866068747318506
6915;18;49.0;7.0710678118654755
6916;4;5.0;2.23606797749979
6917;132;646.0;37.0
6918;8;14.0;5.385164807134504
6919;14;27.0;5.385164807134504
6920;9;14.0;4.47213595499958
6921;9;12.0;2.8284271247461903
6922;129;1307.0;45.0
6923;41;173.0;17.26267650163207
6924;26;55.0;9.899494936611665
6925;2;2.0;1.0
6926;1;1.0;0.0
6927;95;977.0;31.78049716414141
6928;56;444.0;24.596747752497688
6929;4;6.0;2.23606797749979
6930;4;5.0;2.23606797749979
6931;4;6.0;2.23606797749979
6932;176;2226.0;45.803929962395145
6933;1;1.0;0.0
6934;75;971.0;40.44749683231337
6935;3;4.0;1.4142135623730951
6936;6;12.0;2.23606797749979
6937;8;15.0;4.242640687119285
6938;129;585.0;29.154759474226502
6939;28;109.0;8.54400374531753
6940;45;152.0;18.384776310850235
6941;20;68.0;11.40175425099138
6942;1;1.0;0.0
6943;102;1120.0;22.20360331117452
6944;4;4.0;2.23606797749979
6945;47;466.0;13.601470508735444
6946;2;2.0;1.0
6947;193;1024.0;29.410882339705484
6948;12;23.0;5.385164807134504
6949;35;140.0;14.7648230602334
6950;1;1.0;0.0
6951;4;4.0;2.23606797749979
6952;72;624.0;24.413111231467404
6953;175;2078.0;42.95346318982906
6954;1;1.0;0.0
6955;130;1183.0;45.880278987817846
6956;2;2.0;1.0
6957;6;7.0;2.8284271247461903
6958;301;3594.0;83.95236744726142
6959;14;26.0;5.385164807134504
6960;2;2.0;1.0
6961;1;1.0;0.0
6962;2;2.0;1.0
6963;1;1.0;0.0
6964;43;138.0;13.416407864998739
6965;43;176.0;13.038404810405298
6966;2;2.0;1.0
6967;3;6.0;1.4142135623730951
6968;26;58.0;13.0
6969;4;7.0;2.23606797749979
6970;6;8.0;3.1622776601683795
6971;2;3.0;1.0
6972;61;542.0;23.769728648009426
6973;7;20.0;3.605551275463989
6974;15;48.0;6.708203932499369
6975;24;82.0;14.560219778561036
6976;85;488.0;21.93171219946131
6977;238;4480.0;47.29693436154187
6978;499;7007.0;67.35725647619564
6979;11;23.0;5.656854249492381
6980;47;367.0;14.142135623730951
6981;5;7.0;2.23606797749979
6982;5;12.0;3.1622776601683795
6983;66;342.0;25.80697580112788
6984;5;6.0;2.8284271247461903
6985;5;6.0;2.23606797749979
6986;36;169.0;10.816653826391969
6987;9;19.0;5.0990195135927845
6988;2;2.0;1.0
6989;49;272.0;14.866068747318506
6990;50;368.0;24.20743687382041
6991;407;4333.0;60.90155991434045
6992;13;28.0;7.0710678118654755
6993;71;317.0;22.20360331117452
6994;2;2.0;1.0
6995;426;4188.0;74.52516353554684
6996;39;135.0;18.027756377319946
6997;31;110.0;9.486832980505138
6998;102;1078.0;44.27188724235731
6999;1;1.0;0.0
7000;3;5.0;2.0
7001;60;328.0;26.90724809414742
7002;76;1061.0;23.021728866442675
7003;26;88.0;12.36931687685298
7004;71;453.0;28.178005607210743
7005;313;5061.0;51.78802950489621
7006;1;1.0;0.0
7007;1;1.0;0.0
7008;55;268.0;20.615528128088304
7009;249;2016.0;75.76938695805846
7010;22;69.0;10.44030650891055
7011;22;47.0;5.830951894845301
7012;119;931.0;42.720018726587654
7013;96;599.0;29.068883707497267
7014;159;1707.0;62.76941930590086
7015;2;3.0;1.0
7016;227;2579.0;69.06518659932803
7017;35;146.0;13.152946437965905
7018;152;757.0;33.301651610693426
7019;4;8.0;3.0
7020;2;2.0;1.0
7021;1;1.0;0.0
7022;333;6042.0;49.193495504995376
7023;1;1.0;0.0
7024;3;3.0;1.4142135623730951
