chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
338.81593100210074;113.0;30.889702412999625;13.0;gamma1_gamma3_1;5.0;120.0;115;5.0;20.0;15;200;1.897+/-0.012;200
489.8903734844623;393.0;349.42388589008095;93.0;gamma1_gamma3_2;5.0;400.0;395;5.0;100.0;95;200;2.0124+/-0.0016;200
