chi_square1;degrees_of_freedom1;chi_square_ndof1;chi_square2;degrees_of_freedom2;chi_square_ndof2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
293.98376585948193;238.0;1.2352259069726133;43.681895693807775;38.0;1.1495235708896785;gamma1_gamma3_1;10.5;250.5;240;10.5;50.5;40;200;2.099+/-0.018;200
298.1582811875452;240.0;1.2423261716147715;196.37912192700293;156.0;1.2588405251730956;gamma1_gamma3_2;8.5;250.5;242;12.5;170.5;158;200;1.9722+/-0.0028;200
