chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
95.24182690307708;68.0;14.328877781383298;13.0;gamma1_gamma3_1;10.0;80.0;70;5.0;20.0;15;200;2.79+/-0.04;200
176.84883139922553;96.0;137.09091794705685;92.0;gamma1_gamma3_2;2.0;100.0;98;6.0;100.0;94;200;2.764+/-0.007;200
