chi_square1;degrees_of_freedom1;chi_square_ndof1;chi_square2;degrees_of_freedom2;chi_square_ndof2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
524.0485780633479;37.0;14.163475082793187;311.24041000012704;12.0;25.93670083334392;gamma1_gamma3_1;1.5;40.5;39;1.5;15.5;14;200;1.636+/-0.005;200
118.80445554805026;37.0;3.2109312310283853;637.5276611444162;27.0;23.612135597941343;gamma1_gamma3_2;1.5;40.5;39;1.5;30.5;29;200;1.6134+/-0.0019;200
