chi_square1;degrees_of_freedom1;chi_square_ndof1;chi_square2;degrees_of_freedom2;chi_square_ndof2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
253.1378462376313;208.0;1.2170088761424582;58.03296962506446;53.0;1.094961691038952;gamma1_gamma3_1;40.5;250.5;210;15.5;70.5;55;200;2.226+/-0.023;200
285.66026094717546;208.0;1.3733666391691128;201.39329079175815;168.0;1.1987695880461795;gamma1_gamma3_2;40.5;250.5;210;30.5;200.5;170;200;2.087+/-0.006;200
