chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
315.7970283177843;37.0;145.2552288405686;12.0;gamma1_gamma3_1;1.5;40.5;39;1.5;15.5;14;200;1.627+/-0.008;200
106.61703582996425;37.0;307.122004880797;27.0;gamma1_gamma3_2;1.5;40.5;39;1.5;30.5;29;200;1.5768+/-0.0027;200
