chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
189.6486000759313;138.0;51.29609967008252;23.0;gamma1_gamma3_1;10.0;150.0;140;5.0;30.0;25;200;1.966+/-0.013;200
435.8355191143556;296.0;53.854619511846266;58.0;gamma1_gamma3_2;2.0;300.0;298;10.0;70.0;60;200;2.0070+/-0.0033;200
