fit function;variable;condition;left bin edge;right bin edge;count of bins;bootstrap size;amplitude from fit result;exponent from fit result;covariance c_11;covariance c_12;covariance c_22
P_of_S;total dissipation;-;10.0;500.0;489;100;0.9999999999999999+/-nan;1.0+/-nan;;;
P_of_T;lifetime;-;10.0;200.0;189;100;0.9999999999999999+/-nan;1.0+/-nan;;;
P_of_L;spatial linear size;-;10.0;60.0;49;100;0.9999999999999999+/-nan;1.0+/-nan;;;
E_of_S_T;total dissipation;lifetime;10.0;400.0;389;100;0.9999999999999999+/-nan;1.0+/-nan;;;
E_of_T_S;lifetime;total dissipation;10.0;400.0;389;100;0.9999999999999999+/-nan;1.0+/-nan;;;
E_of_S_L;total dissipation;spatial linear size;10.0;20.0;9;100;0.84+/-0.17;2.38+/-0.08;0.029431815925202;-0.0130300078591362;0.0058995070101777
E_of_L_S;spatial linear size;total dissipation;10.0;400.0;389;100;0.9999999999999999+/-nan;1.0+/-nan;;;
E_of_T_L;lifetime;spatial linear size;10.0;20.0;9;100;1.24+/-0.12;1.46+/-0.04;0.0143654750590136;-0.0045384216952783;0.0014490294452225
E_of_L_T;spatial linear size;lifetime;10.0;100.0;89;100;1.006+/-0.012;1.571+/-0.009;0.00013611572098358687;0.00010548949395644449;8.514072078018852e-05
