chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
146.50771030189824;26.0;2.3505896442160426;1.0;gamma1_gamma3_1;5.0;120.0;28;5.0;20.0;3;200;1.990+/-0.016;200
129.4143803917715;96.0;207.56365241071683;21.0;gamma1_gamma3_2;5.0;400.0;98;5.0;100.0;23;200;1.9800+/-0.0016;200
