chi_square1;degrees_of_freedom1;chi_square_ndof1;chi_square2;degrees_of_freedom2;chi_square_ndof2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
335.2487025497917;238.0;1.4086079939066878;45.18439108860531;38.0;1.1890629233843502;gamma1_gamma3_1;10.5;250.5;240;10.5;50.5;40;200;2.082+/-0.011;200
297.76616804522604;240.0;1.2406923668551084;212.32936082262734;156.0;1.3610856462988932;gamma1_gamma3_2;8.5;250.5;242;12.5;170.5;158;200;1.9485+/-0.0017;200
