chi_square1;degrees_of_freedom1;chi_square_ndof1;chi_square2;degrees_of_freedom2;chi_square_ndof2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
78.59589623029221;68.0;1.1558220033866502;18.63211587102765;13.0;1.4332396823867426;gamma1_gamma3_1;10.5;80.5;70;5.5;20.5;15;200;2.81+/-0.04;200
356.22784351222316;96.0;3.7107067032523244;142.01911533691703;92.0;1.5436860362708373;gamma1_gamma3_2;2.5;100.5;98;6.5;100.5;94;200;2.5521+/-0.0027;200
