;timestep;number;lifetime;total dissipation;spatial linear size
0;1000005;0;1;1.0;0.0
1;1000008;1;3;6.0;1.4142135623730951
2;1000013;2;1;1.0;0.0
3;1000015;3;2;2.0;1.0
4;1000018;4;1;1.0;0.0
5;1000020;5;1;1.0;0.0
6;1000022;6;1;1.0;0.0
7;1000025;7;1;1.0;0.0
8;1000027;8;1;1.0;0.0
9;1000029;9;1;1.0;0.0
10;1000031;10;1;1.0;0.0
11;1000040;11;1;1.0;0.0
12;1000042;12;1;1.0;0.0
13;1000046;13;1;1.0;0.0
14;1000048;14;2;2.0;1.0
15;1000051;15;7;12.0;3.1622776601683795
16;1000060;16;1;1.0;1.0
17;1000062;17;2;2.0;1.0
18;1000065;18;1;1.0;0.0
19;1000067;19;1;1.0;0.0
20;1000069;20;1;1.0;0.0
21;1000071;21;2;2.0;1.0
22;1000075;22;1;1.0;0.0
23;1000077;23;1;1.0;0.0
24;1000079;24;1;2.0;1.0
25;1000081;25;1;1.0;1.0
26;1000084;26;1;2.0;1.0
27;1000087;27;1;1.0;0.0
28;1000089;28;1;1.0;0.0
29;1000092;29;1;1.0;0.0
30;1000094;30;1;1.0;0.0
31;1000096;31;3;3.0;1.4142135623730951
32;1000101;32;1;1.0;0.0
33;1000108;33;1;1.0;0.0
34;1000112;34;1;1.0;0.0
35;1000114;35;1;1.0;0.0
36;1000116;36;1;1.0;1.0
37;1000119;37;4;5.0;2.0
38;1000125;38;38;236.0;7.211102550927978
39;1000166;39;1;1.0;0.0
40;1000169;40;1;1.0;0.0
41;1000179;41;8;9.0;1.7320508075688772
42;1000188;42;1;1.0;0.0
43;1000190;43;11;29.0;4.123105625617661
44;1000202;44;1;1.0;0.0
45;1000204;45;2;2.0;1.0
46;1000207;46;7;8.0;2.449489742783178
47;1000215;47;1;1.0;0.0
48;1000217;48;2;2.0;1.0
49;1000220;49;1;1.0;0.0
50;1000225;50;1;1.0;0.0
51;1000232;51;1;1.0;0.0
52;1000234;52;1;1.0;0.0
53;1000237;53;1;2.0;1.0
54;1000239;54;1;1.0;0.0
55;1000241;55;2;2.0;1.0
56;1000245;56;2;2.0;1.0
57;1000250;57;1;1.0;0.0
58;1000252;58;1;1.0;0.0
59;1000255;59;1;1.0;0.0
60;1000257;60;1;1.0;0.0
