chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
217.22908050599284;53.0;20.213904396016147;13.0;gamma1_gamma3_1;5.0;60.0;55;5.0;20.0;15;200;2.274+/-0.021;200
114.11853619266545;93.0;86.75284142716716;43.0;gamma1_gamma3_2;5.0;100.0;95;5.0;50.0;45;200;2.4447+/-0.0025;200
