chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
64.67330579715959;48.0;3.18879505330466;8.0;gamma1_gamma3_1;30.5;80.5;50;10.5;20.5;10;200;2.93+/-0.17;200
86.63903668470907;78.0;74.0790047878123;78.0;gamma1_gamma3_2;20.5;100.5;80;20.5;100.5;80;200;3.063+/-0.008;200
