chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
37.23644983259207;7.0;144.3821455954229;12.0;gamma1_gamma3_1;1.5;10.5;9;1.5;15.5;14;200;1.559+/-0.010;200
121.26340314608153;37.0;390.809658825906;27.0;gamma1_gamma3_2;1.5;40.5;39;1.5;30.5;29;200;1.5835+/-0.0029;200
