chi_square1;degrees_of_freedom1;chi_square_ndof1;chi_square2;degrees_of_freedom2;chi_square_ndof2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
304.47610439509026;37.0;8.229083902570007;143.48329593314148;12.0;11.95694132776179;gamma1_gamma3_1;1.5;40.5;39;1.5;15.5;14;200;1.629+/-0.009;200
111.90498773503444;37.0;3.0244591279739037;306.86831298190583;27.0;11.36549307340392;gamma1_gamma3_2;1.5;40.5;39;1.5;30.5;29;200;1.5779+/-0.0028;200
