chi_square1;degrees_of_freedom1;chi_square_ndof1;chi_square2;degrees_of_freedom2;chi_square_ndof2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
78.38903019811347;68.0;1.1527798558546098;18.30588817903082;13.0;1.4081452445408322;gamma1_gamma3_1;10.5;80.5;70;5.5;20.5;15;200;2.82+/-0.05;200
150.05729618900546;94.0;1.5963542147766538;98.55690798824413;89.0;1.1073809886319566;gamma1_gamma3_2;4.5;100.5;96;9.5;100.5;91;200;2.759+/-0.004;200
