chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
147.34934906652444;43.0;17.459344296230693;8.0;gamma1_gamma3_1;5.0;50.0;45;5.0;15.0;10;200;2.60+/-0.04;200
114.74687867219208;73.0;49.22667544384809;33.0;gamma1_gamma3_2;5.0;80.0;75;5.0;40.0;35;200;2.6756+/-0.0030;200
