chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
62.422132230292725;48.0;3.099035301211931;8.0;gamma1_gamma3_1;30.5;80.5;50;10.5;20.5;10;200;2.89+/-0.17;200
87.00189000406294;78.0;88.04642740116498;78.0;gamma1_gamma3_2;20.5;100.5;80;20.5;100.5;80;200;3.178+/-0.032;200
