chi_square1;degrees_of_freedom1;chi_square_ndof1;chi_square2;degrees_of_freedom2;chi_square_ndof2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
91.77597591621678;108.0;0.849777554779785;16.418137945191084;13.0;1.2629336880916218;gamma1_gamma3_1;40.5;150.5;110;15.5;30.5;15;200;1.94+/-0.05;200
310.48460733953266;268.0;1.1585246542519876;42.56437417432766;43.0;0.9898691668448293;gamma1_gamma3_2;30.5;300.5;270;25.5;70.5;45;200;2.028+/-0.008;200
