fit function;variable;condition;left bin edge;right bin edge;count of bins;bootstrap size;amplitude from fit result;exponent from fit result;covariance c_11;covariance c_12;covariance c_22
P_of_S;total dissipation;-;5.0;100.0;94;200;(2.89+/-0.10)e+04;2.556+/-0.012;939669.4447966374;11.37693158626868;0.0001429944203677
P_of_T;lifetime;-;5.0;70.0;64;200;(8.45+/-0.29)e+04;2.975+/-0.014;8379796.458186504;39.14777139253741;0.0001891978492668
P_of_L;spatial linear size;-;5.0;15.0;9;200;(2.14+/-0.19)e+05;3.72+/-0.04;347837510.4051573;798.2573933032838;0.0018686583265431
E_of_S_T;total dissipation;lifetime;5.0;70.0;64;200;0.631+/-0.008;1.610+/-0.005;7.041119422962537e-05;-4.272275737845503e-05;2.775463781936013e-05
E_of_T_S;lifetime;total dissipation;5.0;100.0;94;200;1.624+/-0.010;1.693+/-0.006;9.592363479146354e-05;5.550530854893519e-05;3.5382354774664834e-05
E_of_S_L;total dissipation;spatial linear size;5.0;20.0;14;200;0.380+/-0.022;2.944+/-0.029;0.0004771622778137;-0.0006197502974723;0.0008216259964385
E_of_L_S;spatial linear size;total dissipation;5.0;50.0;44;200;1.017+/-0.008;2.333+/-0.016;7.016581897231752e-05;0.0001293377116933;0.0002534041394054
E_of_T_L;lifetime;spatial linear size;5.0;20.0;14;200;1.035+/-0.030;1.638+/-0.014;0.0009173898689287;-0.0004297915243781;0.0002054494233792
E_of_L_T;spatial linear size;lifetime;5.0;50.0;44;200;0.923+/-0.006;1.592+/-0.007;3.949549999724446e-05;4.0511615849272416e-05;4.468596086548808e-05
