chi_square1;degrees_of_freedom1;chi_square_ndof1;chi_square2;degrees_of_freedom2;chi_square_ndof2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
242.2722731135032;208.0;1.1647705438149194;117.62165903187748;53.0;2.219276585507122;gamma1_gamma3_1;40.5;250.5;210;15.5;70.5;55;200;2.186+/-0.014;200
195.9019215541424;208.0;0.9418361613179923;200.00014149659535;168.0;1.1904770327178293;gamma1_gamma3_2;40.5;250.5;210;30.5;200.5;170;200;2.049+/-0.004;200
