fit function;variable;condition;left bin edge;right bin edge;count of bins;bootstrap size;amplitude from fit result;exponent from fit result;covariance c_11;covariance c_12;covariance c_22
P_of_S;total dissipation;-;5.0;100.0;94;200;(2.20+/-0.06)e+04;2.420+/-0.009;340589.01224795106;5.226217010550263;8.483522693918348e-05
P_of_T;lifetime;-;5.0;100.0;94;200;(7.46+/-0.18)e+04;2.865+/-0.010;3394498.3652889407;17.17915081663417;9.072335768608362e-05
P_of_L;spatial linear size;-;5.0;15.0;9;200;(1.23+/-0.09)e+05;3.25+/-0.04;85124591.00576971;329.41478813169505;0.0012990871262989
E_of_S_T;total dissipation;lifetime;5.0;60.0;54;200;0.685+/-0.009;1.562+/-0.005;7.99214806858093e-05;-4.336811429829207e-05;2.4852235632732783e-05
E_of_T_S;lifetime;total dissipation;5.0;100.0;94;200;1.599+/-0.009;1.663+/-0.005;7.664462453738597e-05;4.2144960962680735e-05;2.548479847949212e-05
E_of_S_L;total dissipation;spatial linear size;5.0;20.0;14;200;0.573+/-0.020;2.531+/-0.016;0.0003918205942585;-0.0003154518366435;0.0002608193335998
E_of_L_S;spatial linear size;total dissipation;5.0;50.0;44;200;0.986+/-0.009;2.134+/-0.014;7.320054161456258e-05;0.0001152174993296;0.0001903923372467
E_of_T_L;lifetime;spatial linear size;5.0;20.0;14;200;1.205+/-0.025;1.472+/-0.010;0.0006164422559177;-0.0002406399547023;9.60809787802494e-05
E_of_L_T;spatial linear size;lifetime;5.0;50.0;44;200;0.907+/-0.006;1.486+/-0.005;3.5617161968295175e-05;3.111063153303745e-05;2.9268910624583004e-05
