chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
577.8186507030833;27.0;181.46183534224087;7.0;gamma1_gamma3_1;1.5;30.5;29;1.5;10.5;9;200;1.949+/-0.014;200
86.11239257715006;17.0;324.70193959619405;17.0;gamma1_gamma3_2;1.5;20.5;19;1.5;20.5;19;200;1.9114+/-0.0030;200
