frequency;power spectrum
0.0;2398978.119
0.06283185307179587;1791511.6303286552
0.12566370614359174;880265.8903095342
0.18849555921538758;373425.2145434759
0.25132741228718347;180604.8071561088
0.3141592653589793;108365.31011913714
0.37699111843077515;74799.99335346647
0.43982297150257105;57000.70938175895
0.5026548245743669;44219.33082771639
0.5654866776461628;34704.44612310016
0.6283185307179586;28201.358008335388
0.6911503837897545;23138.912755815018
0.7539822368615503;18713.67441226729
0.8168140899333463;16118.491994327573
0.8796459430051421;14603.629029659476
0.9424777960769378;13104.575620235331
1.0053096491487339;11318.518656730079
1.0681415022205298;10441.881519020253
1.1309733552923256;9577.079777589552
1.1938052083641213;8588.081251317764
1.2566370614359172;7695.6940194405215
1.3194689145077132;6957.279594780836
1.382300767579509;6210.150962649276
1.4451326206513047;5942.636606151411
1.5079644737231006;5541.23291387812
1.5707963267948966;5092.317538143331
1.6336281798666925;4753.375226535563
1.6964600329384882;4437.865725770426
1.7592918860102842;4261.399105933602
1.8221237390820801;3930.384138641944
1.8849555921538756;3554.8192995858003
1.9477874452256716;3463.1378940477957
2.0106192982974678;3385.153579107592
2.0734511513692637;3256.6307366303413
2.1362830044410597;3135.75148561814
2.199114857512855;2908.5865891971453
2.261946710584651;2630.2983723310335
2.324778563656447;2482.8521550532155
2.3876104167282426;2492.179292323249
2.4504422698000385;2471.6669298458355
2.5132741228718345;2399.1418787493303
2.57610597594363;2285.6114765414354
2.6389378290154264;2162.6091149737517
2.701769682087222;2040.6227148641426
2.764601535159018;1976.3528522972902
2.827433388230814;1927.9860373857177
2.8902652413026093;1836.8937545423776
2.9530970943744057;1775.4832697148404
3.015928947446201;1757.8130496182678
3.078760800517997;1724.9255572069167
3.141592653589793;1569.2220980563525
3.204424506661589;1444.5037926084046
3.267256359733385;1385.5063984503138
3.330088212805181;1398.1499595322118
3.3929200658769765;1352.999779153076
3.4557519189487724;1258.8540428984886
3.5185837720205684;1270.3834832737416
3.581415625092364;1223.5145897255215
3.6442474781641603;1151.134819703471
3.707079331235956;1119.4190493465896
3.7699111843077513;1118.8517286793608
3.8327430373795477;1114.7650063830288
3.895574890451343;1124.2558277493633
3.9584067435231396;1143.2671910595452
4.0212385965949355;1093.9053201876118
4.084070449666731;1054.1563098696638
4.1469023027385274;1029.6555013976729
4.209734155810323;1027.638272145134
4.272566008882119;998.4459297721738
4.335397861953915;962.5271878175861
4.39822971502571;914.490205804465
4.461061568097507;897.7511577856777
4.523893421169302;894.0129527393102
4.586725274241098;915.1968899655925
4.649557127312894;923.2108134599521
4.71238898038469;873.1113014268828
4.775220833456485;812.3424113232984
4.838052686528282;786.9953179225254
4.900884539600077;795.2918642944146
4.9637163926718735;783.6168093389646
5.026548245743669;792.1771367834928
5.0893800988154645;765.1354113528012
5.15221195188726;728.0686425848331
5.215043804959057;720.8260853098561
5.277875658030853;709.4239236598594
5.340707511102648;692.1980452376681
5.403539364174444;687.0901418705254
5.466371217246239;680.8737221051746
5.529203070318036;665.8704458933802
5.592034923389832;660.5410765030445
5.654866776461628;659.8626363943966
5.717698629533423;654.3139655871313
5.780530482605219;630.6550440010469
5.843362335677015;600.895031226298
5.906194188748811;584.127893291234
5.969026041820607;597.6582835157668
6.031857894892402;580.5123467895103
6.094689747964199;566.682177165427
6.157521601035994;546.6139040688013
6.220353454107791;540.5096459529395
6.283185307179586;531.3521029528515
6.346017160251382;496.4762414187041
6.408849013323178;484.6911506623411
6.471680866394974;502.7548525951785
6.53451271946677;501.51873633192446
6.5973445725385655;504.03574219060476
6.660176425610362;495.0226123767711
6.7230082786821574;487.38826312926506
6.785840131753953;485.89719287466295
6.8486719848257485;485.029900195749
6.911503837897545;493.90797170324413
6.974335690969341;470.46603058732813
7.037167544041137;457.35803117182195
7.099999397112932;461.02710217408196
7.162831250184728;458.10460281089667
7.225663103256525;447.8674044046922
7.288494956328321;437.0321881171598
7.351326809400116;422.58016662032617
7.414158662471912;414.99473422251805
7.476990515543707;416.8959243159154
7.539822368615503;422.51401755765113
7.6026542216873;420.6366717919927
7.665486074759095;415.604669823869
7.728317927830891;417.22785347627854
7.791149780902686;418.4851884088497
7.853981633974482;403.44375298352924
7.916813487046279;385.5327242994509
7.979645340118075;367.9713365633871
8.042477193189871;382.3615863321412
8.105309046261667;396.7665252533376
8.168140899333462;389.4248707362268
8.230972752405258;379.28612514593726
8.293804605477055;367.50452635146826
8.35663645854885;356.866555563449
8.419468311620646;372.15632244357795
8.482300164692441;381.92507129296166
8.545132017764239;361.4741058745977
8.607963870836034;339.59834312681926
8.67079572390783;323.0558165552101
8.733627576979625;320.1967948186169
8.79645943005142;326.67627313915773
8.859291283123216;336.8956054624956
8.922123136195014;336.81392109484875
8.984954989266809;323.2145813963968
9.047786842338605;317.13980890619763
9.1106186954104;329.214421466044
9.173450548482196;332.19063878921463
9.236282401553993;331.236
9.299114254625788;330.3629446202579
9.361946107697584;319.17451979382304
9.42477796076938;313.3624455798243
9.487609813841175;310.46803885399856
9.55044166691297;322.34330353341926
9.613273519984768;320.1484392454894
9.676105373056563;305.32903816075236
9.738937226128359;307.05311184995185
9.801769079200154;308.3415747993805
9.86460093227195;308.99756281374937
9.927432785343747;289.1065741874598
9.990264638415542;268.74761094020704
10.053096491487338;267.2222284424617
10.115928344559133;277.4082944937276
10.178760197630929;288.71684875573186
10.241592050702724;267.5930055777287
10.30442390377452;261.0944130028686
10.367255756846316;255.3451444161376
10.430087609918115;263.55080333452105
10.49291946298991;260.40243902093795
10.555751316061706;252.35606467402835
10.618583169133501;243.51347134498647
10.681415022205297;241.66960277485197
10.744246875277092;251.84449839730883
10.807078728348888;259.45636057193644
10.869910581420683;254.87110590269205
10.932742434492479;246.4136784801144
10.995574287564274;240.34808717074375
11.058406140636071;246.12924479909137
11.121237993707869;246.32601664271098
11.184069846779664;236.41053363810994
11.24690169985146;219.81042474261596
11.309733552923255;204.5379985243309
11.37256540599505;199.54153226233512
11.435397259066846;201.62181358773393
11.498229112138642;206.19143670528763
11.561060965210437;212.28261163603815
11.623892818282235;216.95167310159394
11.68672467135403;221.1591898178522
11.749556524425827;217.82131264781225
11.812388377497623;194.97816326439252
11.875220230569418;186.3580846410055
11.938052083641214;186.6530056277042
12.00088393671301;194.55372068105706
12.063715789784805;192.98763558484706
12.1265476428566;187.4083727088412
12.189379495928398;185.26300808855802
12.252211349000193;181.7042567183736
12.315043202071989;176.85053872428122
12.377875055143784;166.07727363186504
12.440706908215581;156.7154161631169
12.503538761287377;156.3801737478378
12.566370614359172;155.96893033990352
12.629202467430968;152.7748209893848
12.692034320502763;143.96807270283963
12.75486617357456;141.13908127074285
12.817698026646356;137.32239390491162
12.880529879718152;127.11243122006208
12.943361732789947;118.86849339388915
13.006193585861743;122.8378320626529
13.06902543893354;118.22742435513696
13.131857292005336;109.25572077386155
13.194689145077131;104.5875597209268
13.257520998148927;96.89511115795092
13.320352851220724;85.90096119301695
13.38318470429252;81.00008132170979
13.446016557364315;79.36757169112884
13.50884841043611;74.9184063704174
13.571680263507906;66.8602653877709
13.634512116579701;62.34982198895524
13.697343969651497;60.509754271212344
13.760175822723294;55.56066030863089
13.82300767579509;53.1022866675662
13.885839528866887;53.1022866675662
13.948671381938683;55.56066030863089
14.011503235010478;60.509754271212344
14.074335088082274;62.34982198895524
14.137166941154069;66.8602653877709
14.199998794225865;74.9184063704174
14.26283064729766;79.36757169112884
14.325662500369456;81.00008132170979
14.388494353441251;85.90096119301695
14.45132620651305;96.89511115795092
14.514158059584846;104.5875597209268
14.576989912656641;109.25572077386155
14.639821765728437;118.22742435513696
14.702653618800232;122.8378320626529
14.765485471872028;118.86849339388915
14.828317324943823;127.11243122006208
14.891149178015619;137.32239390491162
14.953981031087414;141.13908127074285
15.01681288415921;143.96807270283963
15.079644737231005;152.7748209893848
15.142476590302804;155.96893033990352
15.2053084433746;156.3801737478378
15.268140296446395;156.7154161631169
15.33097214951819;166.07727363186504
15.393804002589986;176.85053872428122
15.456635855661782;181.7042567183736
15.519467708733577;185.26300808855802
15.582299561805373;187.4083727088412
15.645131414877168;192.98763558484706
15.707963267948964;194.55372068105706
15.770795121020763;186.6530056277042
15.833626974092558;186.3580846410055
15.896458827164354;194.97816326439252
15.95929068023615;217.82131264781225
16.022122533307947;221.1591898178522
16.084954386379742;216.95167310159394
16.147786239451538;212.28261163603815
16.210618092523333;206.19143670528763
16.27344994559513;201.62181358773393
16.336281798666924;199.54153226233512
16.39911365173872;204.5379985243309
16.461945504810515;219.81042474261596
16.524777357882314;236.41053363810994
16.58760921095411;246.32601664271098
16.650441064025905;246.12924479909137
16.7132729170977;240.34808717074375
16.776104770169496;246.4136784801144
16.838936623241292;254.87110590269205
16.901768476313087;259.45636057193644
16.964600329384883;251.84449839730883
17.02743218245668;241.66960277485197
17.090264035528477;243.51347134498647
17.153095888600273;252.35606467402835
17.21592774167207;260.40243902093795
17.278759594743864;263.55080333452105
17.34159144781566;255.3451444161376
17.404423300887455;261.0944130028686
17.46725515395925;267.5930055777287
17.530087007031046;288.71684875573186
17.59291886010284;277.4082944937276
17.655750713174637;267.2222284424617
17.718582566246432;268.74761094020704
17.78141441931823;289.1065741874598
17.844246272390027;308.99756281374937
17.907078125461823;308.3415747993805
17.969909978533618;307.05311184995185
18.032741831605414;305.32903816075236
18.09557368467721;320.1484392454894
18.158405537749005;322.34330353341926
18.2212373908208;310.46803885399856
18.284069243892596;313.3624455798243
18.34690109696439;319.17451979382304
18.409732950036187;330.3629446202579
18.472564803107986;331.236
18.53539665617978;332.19063878921463
18.598228509251577;329.214421466044
18.661060362323372;317.13980890619763
18.723892215395168;323.2145813963968
18.786724068466963;336.81392109484875
18.84955592153876;336.8956054624956
18.912387774610554;326.67627313915773
18.97521962768235;320.1967948186169
19.038051480754145;323.0558165552101
19.10088333382594;339.59834312681926
19.16371518689774;361.4741058745977
19.226547039969535;381.92507129296166
19.28937889304133;372.15632244357795
19.352210746113126;356.866555563449
19.415042599184922;367.50452635146826
19.477874452256717;379.28612514593726
19.540706305328513;389.4248707362268
19.60353815840031;396.7665252533376
19.666370011472104;382.3615863321412
19.7292018645439;367.9713365633871
19.7920337176157;385.5327242994509
19.854865570687494;403.44375298352924
19.91769742375929;418.4851884088497
19.980529276831085;417.22785347627854
20.04336112990288;415.604669823869
20.106192982974676;420.6366717919927
20.16902483604647;422.51401755765113
20.231856689118267;416.8959243159154
20.294688542190062;414.99473422251805
20.357520395261858;422.58016662032617
20.420352248333653;437.0321881171598
20.48318410140545;447.8674044046922
20.546015954477248;458.10460281089667
20.60884780754904;461.02710217408196
20.67167966062084;457.35803117182195
20.73451151369263;470.46603058732813
20.79734336676443;493.90797170324413
20.86017521983623;485.029900195749
20.92300707290802;485.89719287466295
20.98583892597982;487.38826312926506
21.048670779051612;495.0226123767711
21.11150263212341;504.03574219060476
21.174334485195203;501.51873633192446
21.237166338267002;502.7548525951785
21.299998191338794;484.6911506623411
21.362830044410593;496.4762414187041
21.425661897482385;531.3521029528515
21.488493750554184;540.5096459529395
21.551325603625983;546.6139040688013
21.614157456697775;566.682177165427
21.676989309769574;580.5123467895103
21.739821162841366;597.6582835157668
21.802653015913165;584.127893291234
21.865484868984957;600.895031226298
21.928316722056756;630.6550440010469
21.99114857512855;654.3139655871313
22.053980428200347;659.8626363943966
22.116812281272143;660.5410765030445
22.17964413434394;665.8704458933802
22.242475987415737;680.8737221051746
22.30530784048753;687.0901418705254
22.36813969355933;692.1980452376681
22.43097154663112;709.4239236598594
22.49380339970292;720.8260853098561
22.55663525277471;728.0686425848331
22.61946710584651;765.1354113528012
22.682298958918306;792.1771367834928
22.7451308119901;783.6168093389646
22.8079626650619;795.2918642944146
22.870794518133692;786.9953179225254
22.93362637120549;812.3424113232984
22.996458224277283;873.1113014268828
23.059290077349083;923.2108134599521
23.122121930420874;915.1968899655925
23.184953783492674;894.0129527393102
23.24778563656447;897.7511577856777
23.310617489636265;914.490205804465
23.37344934270806;962.5271878175861
23.436281195779856;998.4459297721738
23.499113048851655;1027.638272145134
23.561944901923447;1029.6555013976729
23.624776754995246;1054.1563098696638
23.687608608067038;1093.9053201876118
23.750440461138837;1143.2671910595452
23.813272314210632;1124.2558277493633
23.876104167282428;1114.7650063830288
23.938936020354223;1118.8517286793608
24.00176787342602;1119.4190493465896
24.064599726497814;1151.134819703471
24.12743157956961;1223.5145897255215
24.19026343264141;1270.3834832737416
24.2530952857132;1258.8540428984886
24.315927138785;1352.999779153076
24.378758991856795;1398.1499595322118
24.44159084492859;1385.5063984503138
24.504422698000386;1444.5037926084046
24.567254551072182;1569.2220980563525
24.630086404143977;1724.9255572069167
24.692918257215773;1757.8130496182678
24.75575011028757;1775.4832697148404
24.818581963359364;1836.8937545423776
24.881413816431163;1927.9860373857177
24.94424566950296;1976.3528522972902
25.007077522574754;2040.6227148641426
25.06990937564655;2162.6091149737517
25.132741228718345;2285.6114765414354
25.19557308179014;2399.1418787493303
25.258404934861936;2471.6669298458355
25.32123678793373;2492.179292323249
25.384068641005527;2482.8521550532155
25.446900494077322;2630.2983723310335
25.50973234714912;2908.5865891971453
25.572564200220917;3135.75148561814
25.635396053292713;3256.6307366303413
25.698227906364508;3385.153579107592
25.761059759436304;3463.1378940477957
25.8238916125081;3554.8192995858003
25.886723465579895;3930.384138641944
25.94955531865169;4261.399105933602
26.012387171723486;4437.865725770426
26.075219024795285;4753.375226535563
26.13805087786708;5092.317538143331
26.200882730938876;5541.23291387812
26.26371458401067;5942.636606151411
26.326546437082467;6210.150962649276
26.389378290154262;6957.279594780836
26.452210143226058;7695.6940194405215
26.515041996297853;8588.081251317764
26.57787384936965;9577.079777589552
26.640705702441448;10441.881519020253
26.70353755551324;11318.518656730079
26.76636940858504;13104.575620235331
26.829201261656834;14603.629029659476
26.89203311472863;16118.491994327573
26.954864967800425;18713.67441226729
27.01769682087222;23138.912755815018
27.080528673944016;28201.358008335388
27.143360527015812;34704.44612310016
27.20619238008761;44219.33082771639
27.269024233159403;57000.70938175895
27.331856086231202;74799.99335346647
27.394687939302994;108365.31011913714
27.457519792374793;180604.8071561088
27.52035164544659;373425.2145434759
27.583183498518384;880265.8903095342
27.64601535159018;1791511.6303286552
