chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
241.93373845648975;37.0;184.30975252412537;12.0;gamma1_gamma3_1;1.5;40.5;39;1.5;15.5;14;200;1.664+/-0.007;200
72.39359344207284;27.0;376.0997138883623;22.0;gamma1_gamma3_2;1.5;30.5;29;1.5;25.5;24;200;1.5683+/-0.0029;200
