chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
262.1390887425206;17.0;300.74076987658646;7.0;gamma1_gamma3_1;1.5;20.5;19;1.5;10.5;9;200;1.783+/-0.011;200
89.51458421094617;17.0;265.40436358012903;12.0;gamma1_gamma3_2;1.5;20.5;19;1.5;15.5;14;200;1.7692+/-0.0034;200
