fit function;variable;condition;left bin edge;right bin edge;count of bins;bootstrap size;amplitude from fit result;exponent from fit result;covariance c_11;covariance c_12;covariance c_22
P_of_S;total dissipation;-;5.0;100.0;94;200;(1.67+/-0.07)e+04;2.594+/-0.015;465194.7613944448;9.71897564316647;0.0002129119110576
P_of_T;lifetime;-;5.0;70.0;64;200;(4.75+/-0.23)e+04;3.013+/-0.019;5090118.0604449725;42.92723513738249;0.0003760402310245
P_of_L;spatial linear size;-;5.0;15.0;9;200;(1.06+/-0.14)e+05;3.72+/-0.06;184628405.068276;813.4596325929728;0.0036769520733992
E_of_S_T;total dissipation;lifetime;5.0;70.0;64;200;0.640+/-0.012;1.603+/-0.008;0.0001469197368208;-9.017061910128838e-05;5.839127541640951e-05
E_of_T_S;lifetime;total dissipation;5.0;100.0;94;200;1.639+/-0.014;1.703+/-0.009;0.0001962790307641;0.0001152219466075;7.318011766691664e-05
E_of_S_L;total dissipation;spatial linear size;5.0;20.0;14;200;0.36+/-0.04;2.98+/-0.05;0.0014455131186663;-0.0019820672157026;0.0027684338178232
E_of_L_S;spatial linear size;total dissipation;5.0;100.0;94;200;1.054+/-0.011;2.419+/-0.019;0.0001145591260001;0.0001947871767316;0.0003535817658118
E_of_T_L;lifetime;spatial linear size;5.0;20.0;14;200;1.02+/-0.05;1.647+/-0.022;0.0020591499319078;-0.0009706061485967;0.0004671611903557
E_of_L_T;spatial linear size;lifetime;5.0;100.0;94;200;0.958+/-0.009;1.632+/-0.009;7.574044783634444e-05;7.322405255949182e-05;7.646429642642668e-05
