chi_square1;degrees_of_freedom1;chi_square2;degrees_of_freedom2;fit function;left bin edge 1;right bin edge 1;count of bins 1;left bin edge 2;right bin edge 2;count of bins 2;bootstrap size;product from fit result;number of valid fits
257.2259978114385;208.0;42.948896668641545;53.0;gamma1_gamma3_1;40.5;250.5;210;15.5;70.5;55;200;2.197+/-0.023;200
233.19948210518038;208.0;182.87124962190137;168.0;gamma1_gamma3_2;40.5;250.5;210;30.5;200.5;170;200;2.071+/-0.006;200
